ERROR: Component M287 is not in a mock fail state
ERROR: Component P180 is not currently installed
[OBSERVER] Component M385 changed from PENDING to INSTALLED
[OBSERVER] Component M11 changed from PENDING to INSTALLED
[OBSERVER] Component M530 changed from PENDING to INSTALLED
[OBSERVER] Component M95 changed from PENDING to INSTALLED
[OBSERVER] Component P267 changed from PENDING to INSTALLED
ERROR: Component with ID M448 already exists
[OBSERVER] Component M440 changed from PENDING to FAILED
[OBSERVER] Component P349 changed from PENDING to FAILED
ERROR: Component M123 is not currently installed
ERROR: Component P276 is not in a mock fail state
ERROR: Component P17 is not in a mock fail state
[OBSERVER] Component P170 changed from PENDING to FAILED
ERROR: Component M518 is not currently installed
ERROR: Component P223 is not in a mock fail state
[OBSERVER] Component M899 changed from PENDING to INSTALLED
[OBSERVER] Component M784 changed from PENDING to INSTALLED
ERROR: Component M794 is not currently installed
[OBSERVER] Component M9 changed from PENDING to INSTALLED
[OBSERVER] Component M668 changed from PENDING to INSTALLED
[OBSERVER] Component P293 changed from PENDING to INSTALLED
ERROR: Component P408 is not in a mock fail state
[OBSERVER] Component M783 changed from PENDING to INSTALLED
[OBSERVER] Component M284 changed from PENDING to INSTALLED
ERROR: Component GHOST_P does not exist
ERROR: Component P608 is not currently installed
[OBSERVER] Component M206 changed from PENDING to INSTALLED
[OBSERVER] Component P515 changed from PENDING to INSTALLED
[OBSERVER] Component M463 changed from PENDING to INSTALLED
ERROR: Component M594 is not in a mock fail state
[OBSERVER] Component M435 changed from PENDING to INSTALLED
[OBSERVER] Component M218 changed from PENDING to FAILED
[OBSERVER] Component P550 changed from PENDING to INSTALLED
ERROR: Component P587 is not currently installed
[OBSERVER] Component M578 changed from PENDING to INSTALLED
[OBSERVER] Component M687 changed from PENDING to INSTALLED
[OBSERVER] Component M351 changed from PENDING to INSTALLED
[OBSERVER] Component M195 changed from PENDING to FAILED
ERROR: Component P611 is not currently installed
[OBSERVER] Component M214 changed from PENDING to INSTALLED
[OBSERVER] Component M462 changed from PENDING to INSTALLED
[OBSERVER] Component P617 changed from PENDING to INSTALLED
[OBSERVER] Component P455 changed from PENDING to INSTALLED
[OBSERVER] Component M596 changed from PENDING to INSTALLED
[OBSERVER] Component M736 changed from PENDING to INSTALLED
[OBSERVER] Component M161 changed from PENDING to INSTALLED
[OBSERVER] Component P435 changed from PENDING to INSTALLED
[OBSERVER] Component M390 changed from PENDING to INSTALLED
[OBSERVER] Component M723 changed from PENDING to INSTALLED
[OBSERVER] Component M240 changed from PENDING to INSTALLED
[OBSERVER] Component P620 changed from PENDING to INSTALLED
[OBSERVER] Component M12 changed from PENDING to INSTALLED
[OBSERVER] Component M276 changed from PENDING to INSTALLED
[OBSERVER] Component P425 changed from PENDING to INSTALLED
[OBSERVER] Component P110 changed from PENDING to INSTALLED
ERROR: Component P562 is not currently installed
[OBSERVER] Component P580 changed from PENDING to INSTALLED
ERROR: Invalid command
[OBSERVER] Component M233 changed from PENDING to INSTALLED
ERROR: Component P398 is not currently installed
[OBSERVER] Component M619 changed from PENDING to FAILED
[OBSERVER] Component P123 changed from PENDING to FAILED
[OBSERVER] Component M670 changed from PENDING to INSTALLED
[OBSERVER] Component M215 changed from PENDING to INSTALLED
[OBSERVER] Component M678 changed from PENDING to INSTALLED
[OBSERVER] Component M792 changed from PENDING to INSTALLED
[OBSERVER] Component M688 changed from PENDING to INSTALLED
[OBSERVER] Component P509 changed from PENDING to INSTALLED
[OBSERVER] Component M287 changed from PENDING to INSTALLED
[OBSERVER] Component P404 changed from PENDING to INSTALLED
[OBSERVER] Component M590 changed from PENDING to INSTALLED
[OBSERVER] Component P559 changed from PENDING to INSTALLED
[OBSERVER] Component M593 changed from PENDING to INSTALLED
[OBSERVER] Component M832 changed from PENDING to INSTALLED
[OBSERVER] Component M731 changed from PENDING to INSTALLED
[OBSERVER] Component M805 changed from PENDING to INSTALLED
[OBSERVER] Component P441 changed from PENDING to INSTALLED
[OBSERVER] Component M209 changed from PENDING to INSTALLED
[OBSERVER] Component P96 changed from PENDING to INSTALLED
[OBSERVER] Component M617 changed from PENDING to FAILED
[OBSERVER] Component P96 changed from INSTALLED to PENDING
[OBSERVER] Component M209 changed from INSTALLED to PENDING
[OBSERVER] Component P441 changed from INSTALLED to PENDING
[OBSERVER] Component M805 changed from INSTALLED to PENDING
[OBSERVER] Component M731 changed from INSTALLED to PENDING
[OBSERVER] Component M832 changed from INSTALLED to PENDING
[OBSERVER] Component M593 changed from INSTALLED to PENDING
[OBSERVER] Component P559 changed from INSTALLED to PENDING
[OBSERVER] Component M590 changed from INSTALLED to PENDING
[OBSERVER] Component P404 changed from INSTALLED to PENDING
[OBSERVER] Component M287 changed from INSTALLED to PENDING
[OBSERVER] Component P28 changed from PENDING to FAILED
[OBSERVER] Component P509 changed from INSTALLED to PENDING
[OBSERVER] Component M688 changed from INSTALLED to PENDING
[OBSERVER] Component M792 changed from INSTALLED to PENDING
[OBSERVER] Component M678 changed from INSTALLED to PENDING
[OBSERVER] Component M215 changed from INSTALLED to PENDING
[OBSERVER] Component M670 changed from INSTALLED to PENDING
[OBSERVER] Component P1 changed from PENDING to FAILED
ERROR: Component GHOST_P does not exist
[OBSERVER] Component M136 changed from PENDING to INSTALLED
ERROR: Component M86 is not currently installed
ERROR: Component M672 is not currently installed
[OBSERVER] Component M927 changed from PENDING to INSTALLED
[OBSERVER] Component M135 changed from PENDING to INSTALLED
ERROR: Component P129 is not currently installed
[OBSERVER] Component P176 changed from PENDING to FAILED
ERROR: Component M850 is not in a mock fail state
[OBSERVER] Component M593 changed from PENDING to INSTALLED
[OBSERVER] Component M849 changed from PENDING to INSTALLED
[OBSERVER] Component M456 changed from PENDING to INSTALLED
[OBSERVER] Component P383 changed from PENDING to INSTALLED
[OBSERVER] Component P620 changed from INSTALLED to PENDING
[OBSERVER] Component P617 changed from INSTALLED to PENDING
[OBSERVER] Component P580 changed from INSTALLED to PENDING
[OBSERVER] Component P554 changed from INSTALLED to PENDING
[OBSERVER] Component P550 changed from INSTALLED to PENDING
[OBSERVER] Component P549 changed from INSTALLED to PENDING
[OBSERVER] Component P518 changed from INSTALLED to PENDING
[OBSERVER] Component P515 changed from INSTALLED to PENDING
[OBSERVER] Component P507 changed from INSTALLED to PENDING
[OBSERVER] Component P455 changed from INSTALLED to PENDING
[OBSERVER] Component P435 changed from INSTALLED to PENDING
[OBSERVER] Component P425 changed from INSTALLED to PENDING
[OBSERVER] Component P423 changed from FAILED to PENDING
[OBSERVER] Component P383 changed from INSTALLED to PENDING
[OBSERVER] Component P349 changed from FAILED to PENDING
[OBSERVER] Component P319 changed from INSTALLED to PENDING
[OBSERVER] Component P293 changed from INSTALLED to PENDING
[OBSERVER] Component P267 changed from INSTALLED to PENDING
[OBSERVER] Component P176 changed from FAILED to PENDING
[OBSERVER] Component P170 changed from FAILED to PENDING
[OBSERVER] Component P123 changed from FAILED to PENDING
[OBSERVER] Component P110 changed from INSTALLED to PENDING
[OBSERVER] Component P100 changed from INSTALLED to PENDING
[OBSERVER] Component P28 changed from FAILED to PENDING
[OBSERVER] Component P19 changed from INSTALLED to PENDING
[OBSERVER] Component P1 changed from FAILED to PENDING
[OBSERVER] Component M927 changed from INSTALLED to PENDING
[OBSERVER] Component M899 changed from INSTALLED to PENDING
[OBSERVER] Component M878 changed from INSTALLED to PENDING
[OBSERVER] Component M849 changed from INSTALLED to PENDING
[OBSERVER] Component M836 changed from INSTALLED to PENDING
[OBSERVER] Component M807 changed from INSTALLED to PENDING
[OBSERVER] Component M784 changed from INSTALLED to PENDING
[OBSERVER] Component M783 changed from INSTALLED to PENDING
[OBSERVER] Component M771 changed from INSTALLED to PENDING
[OBSERVER] Component M766 changed from INSTALLED to PENDING
[OBSERVER] Component M736 changed from INSTALLED to PENDING
[OBSERVER] Component M723 changed from INSTALLED to PENDING
[OBSERVER] Component M687 changed from INSTALLED to PENDING
[OBSERVER] Component M668 changed from INSTALLED to PENDING
[OBSERVER] Component M619 changed from FAILED to PENDING
[OBSERVER] Component M617 changed from FAILED to PENDING
[OBSERVER] Component M596 changed from INSTALLED to PENDING
[OBSERVER] Component M593 changed from INSTALLED to PENDING
[OBSERVER] Component M578 changed from INSTALLED to PENDING
[OBSERVER] Component M570 changed from INSTALLED to PENDING
[OBSERVER] Component M548 changed from INSTALLED to PENDING
[OBSERVER] Component M530 changed from INSTALLED to PENDING
[OBSERVER] Component M511 changed from INSTALLED to PENDING
[OBSERVER] Component M474 changed from INSTALLED to PENDING
[OBSERVER] Component M463 changed from INSTALLED to PENDING
[OBSERVER] Component M462 changed from INSTALLED to PENDING
[OBSERVER] Component M456 changed from INSTALLED to PENDING
[OBSERVER] Component M440 changed from FAILED to PENDING
[OBSERVER] Component M435 changed from INSTALLED to PENDING
[OBSERVER] Component M422 changed from INSTALLED to PENDING
[OBSERVER] Component M390 changed from INSTALLED to PENDING
[OBSERVER] Component M385 changed from INSTALLED to PENDING
[OBSERVER] Component M356 changed from INSTALLED to PENDING
[OBSERVER] Component M351 changed from INSTALLED to PENDING
[OBSERVER] Component M284 changed from INSTALLED to PENDING
[OBSERVER] Component M276 changed from INSTALLED to PENDING
[OBSERVER] Component M240 changed from INSTALLED to PENDING
[OBSERVER] Component M233 changed from INSTALLED to PENDING
[OBSERVER] Component M218 changed from FAILED to PENDING
[OBSERVER] Component M214 changed from INSTALLED to PENDING
[OBSERVER] Component M206 changed from INSTALLED to PENDING
[OBSERVER] Component M195 changed from FAILED to PENDING
[OBSERVER] Component M188 changed from INSTALLED to PENDING
[OBSERVER] Component M163 changed from INSTALLED to PENDING
[OBSERVER] Component M161 changed from INSTALLED to PENDING
[OBSERVER] Component M146 changed from INSTALLED to PENDING
[OBSERVER] Component M136 changed from INSTALLED to PENDING
[OBSERVER] Component M135 changed from INSTALLED to PENDING
[OBSERVER] Component M107 changed from INSTALLED to PENDING
[OBSERVER] Component M95 changed from INSTALLED to PENDING
[OBSERVER] Component M65 changed from FAILED to PENDING
[OBSERVER] Component M48 changed from INSTALLED to PENDING
[OBSERVER] Component M12 changed from INSTALLED to PENDING
[OBSERVER] Component M11 changed from INSTALLED to PENDING
[OBSERVER] Component M9 changed from INSTALLED to PENDING
ERROR: Component P415 is not currently installed
[OBSERVER] Component M604 changed from PENDING to INSTALLED
ERROR: Component P182 is not in a mock fail state
[OBSERVER] Component M657 changed from PENDING to INSTALLED
ERROR: Cannot attach to a module
[OBSERVER] Component M903 changed from PENDING to INSTALLED
[OBSERVER] Component P223 changed from PENDING to INSTALLED
[OBSERVER] Component M842 changed from PENDING to INSTALLED
[OBSERVER] Component M708 changed from PENDING to INSTALLED
[OBSERVER] Component M446 changed from PENDING to INSTALLED
[OBSERVER] Component M316 changed from PENDING to INSTALLED
[OBSERVER] Component M219 changed from PENDING to INSTALLED
[OBSERVER] Component M509 changed from PENDING to INSTALLED
[OBSERVER] Component P439 changed from PENDING to INSTALLED
ERROR: Invalid command
[OBSERVER] Component M374 changed from PENDING to INSTALLED
[OBSERVER] Component M445 changed from PENDING to FAILED
ERROR: Component GHOST_P does not exist
[OBSERVER] Component M622 changed from PENDING to INSTALLED
[OBSERVER] Component P521 changed from PENDING to INSTALLED
[OBSERVER] Component M201 changed from PENDING to INSTALLED
[OBSERVER] Component M51 changed from PENDING to INSTALLED
[OBSERVER] Component M128 changed from PENDING to INSTALLED
[OBSERVER] Component M600 changed from PENDING to INSTALLED
[OBSERVER] Component P185 changed from PENDING to INSTALLED
[OBSERVER] Component M5 changed from PENDING to INSTALLED
ERROR: Cannot attach to a module
[OBSERVER] Component M260 changed from PENDING to INSTALLED
[OBSERVER] Component M610 changed from PENDING to INSTALLED
[OBSERVER] Component M217 changed from PENDING to INSTALLED
[OBSERVER] Component M672 changed from PENDING to INSTALLED
[OBSERVER] Component M129 changed from PENDING to INSTALLED
[OBSERVER] Component P318 changed from PENDING to INSTALLED
[OBSERVER] Component P549 changed from PENDING to INSTALLED
[OBSERVER] Component P600 changed from PENDING to INSTALLED
[OBSERVER] Component M311 changed from PENDING to INSTALLED
[OBSERVER] Component P316 changed from PENDING to FAILED
[OBSERVER] Component M311 changed from INSTALLED to PENDING
[OBSERVER] Component P600 changed from INSTALLED to PENDING
[OBSERVER] Component P549 changed from INSTALLED to PENDING
[OBSERVER] Component P318 changed from INSTALLED to PENDING
[OBSERVER] Component M129 changed from INSTALLED to PENDING
[OBSERVER] Component P292 changed from PENDING to FAILED
[OBSERVER] Component M672 changed from INSTALLED to PENDING
[OBSERVER] Component M217 changed from INSTALLED to PENDING
[OBSERVER] Component M610 changed from INSTALLED to PENDING
[OBSERVER] Component P180 changed from PENDING to FAILED
